"","Count","Words"
"you set",171,"you set"
"be brought",171,"be brought"
"white chocolate",171,"white chocolate"
"train and",171,"train and"
"but last",171,"but last"
"am pretty",171,"am pretty"
"right from",171,"right from"
"extra time",171,"extra time"
"that use",171,"that use"
"used some",171,"used some"
"brings us",171,"brings us"
"some sleep",171,"some sleep"
"a focus",171,"a focus"
"was available",171,"was available"
"already i",171,"already i"
"view that",171,"view that"
"the options",171,"the options"
"just added",171,"just added"
"more exciting",171,"more exciting"
"help that",171,"help that"
"page is",171,"page is"
"point he",171,"point he"
"also available",171,"also available"
"high heat",171,"high heat"
"forget it",171,"forget it"
"so can",171,"so can"
"up getting",171,"up getting"
"it hurt",171,"it hurt"
"if desired",171,"if desired"
"my college",171,"my college"
"don't agree",171,"don't agree"
"people see",171,"people see"
"bringing a",171,"bringing a"
"his current",171,"his current"
"for going",171,"for going"
"when everyone",171,"when everyone"
"things of",171,"things of"
"about on",171,"about on"
"take long",171,"take long"
"i drink",171,"i drink"
"singer and",171,"singer and"
"days like",171,"days like"
"the workshop",171,"the workshop"
"going the",171,"going the"
"you seem",171,"you seem"
"can't beat",171,"can't beat"
"done anything",171,"done anything"
"agency that",171,"agency that"
"back now",171,"back now"
"himself from",171,"himself from"
"had great",171,"had great"
"also told",171,"also told"
"stay for",171,"stay for"
"winners of",171,"winners of"
"will ask",171,"will ask"
"is sold",171,"is sold"
"is covered",171,"is covered"
"gave to",171,"gave to"
"federation of",171,"federation of"
"an apology",171,"an apology"
"holding on",171,"holding on"
"fuck is",171,"fuck is"
"across as",171,"across as"
"have led",171,"have led"
"september and",171,"september and"
"cool but",171,"cool but"
"passed in",171,"passed in"
"adaptation of",171,"adaptation of"
"be worse",171,"be worse"
"could actually",171,"could actually"
"funny to",171,"funny to"
"may make",171,"may make"
"component of",171,"component of"
"more is",171,"more is"
"a mixed",171,"a mixed"
"could we",171,"could we"
"that none",171,"that none"
"the 17th",171,"the 17th"
"deal on",171,"deal on"
"that how",171,"that how"
"in art",171,"in art"
"than normal",171,"than normal"
"to mess",171,"to mess"
"for family",171,"for family"
"financial services",171,"financial services"
"my belly",171,"my belly"
"sure where",171,"sure where"
"october the",171,"october the"
"hate on",171,"hate on"
"were making",171,"were making"
"one she",171,"one she"
"good is",171,"good is"
"gay rights",171,"gay rights"
"is owned",171,"is owned"
"each with",171,"each with"
"field trip",171,"field trip"
"be offered",171,"be offered"
"had trouble",171,"had trouble"
"he's always",171,"he's always"
"not coming",171,"not coming"
"a magical",171,"a magical"
"driving and",171,"driving and"
"top in",171,"top in"
"and minutes",171,"and minutes"
"operations and",171,"operations and"
"not wait",171,"not wait"
"when there's",171,"when there's"
"the marlins",171,"the marlins"
"soon for",171,"soon for"
"screening of",171,"screening of"
"been named",171,"been named"
"p.m wednesday",171,"p.m wednesday"
"shooting a",171,"shooting a"
"officials were",171,"officials were"
"u had",171,"u had"
"cleveland clinic",171,"cleveland clinic"
"lil wayne",171,"lil wayne"
"be determined",171,"be determined"
"hearing in",171,"hearing in"
"he scored",171,"he scored"
"pumped for",171,"pumped for"
"san bruno",171,"san bruno"
"for rt",171,"for rt"
"u can't",171,"u can't"
"me rt",171,"me rt"
"anything other",170,"anything other"
"put away",170,"put away"
"among us",170,"among us"
"the seasons",170,"the seasons"
"cards i",170,"cards i"
"like more",170,"like more"
"a controversial",170,"a controversial"
"it's certainly",170,"it's certainly"
"providing the",170,"providing the"
"us were",170,"us were"
"hoping it",170,"hoping it"
"and beauty",170,"and beauty"
"figure in",170,"figure in"
"experience a",170,"experience a"
"am too",170,"am too"
"beer for",170,"beer for"
"checked the",170,"checked the"
"stayed with",170,"stayed with"
"in human",170,"in human"
"a soul",170,"a soul"
"person was",170,"person was"
"is asked",170,"is asked"
"suggest you",170,"suggest you"
"are constantly",170,"are constantly"
"albert einstein",170,"albert einstein"
"i'm running",170,"i'm running"
"sky and",170,"sky and"
"on day",170,"on day"
"mexico city",170,"mexico city"
"deliver a",170,"deliver a"
"is slightly",170,"is slightly"
"his presence",170,"his presence"
"which leads",170,"which leads"
"take note",170,"take note"
"statement from",170,"statement from"
"would lead",170,"would lead"
"sadly i",170,"sadly i"
"those moments",170,"those moments"
"need this",170,"need this"
"medicine and",170,"medicine and"
"question in",170,"question in"
"and credit",170,"and credit"
"of credit",170,"of credit"
"jesus was",170,"jesus was"
"my father's",170,"my father's"
"are high",170,"are high"
"a peek",170,"a peek"
"has such",170,"has such"
"great with",170,"great with"
"much at",170,"much at"
"speak up",170,"speak up"
"four in",170,"four in"
"of ourselves",170,"of ourselves"
"last sunday",170,"last sunday"
"the markets",170,"the markets"
"mixing bowl",170,"mixing bowl"
"courage and",170,"courage and"
"these women",170,"these women"
"of growth",170,"of growth"
"and telling",170,"and telling"
"that set",170,"that set"
"take another",170,"take another"
"finishing the",170,"finishing the"
"some one",170,"some one"
"good afternoon",170,"good afternoon"
"children's book",170,"children's book"
"and raise",170,"and raise"
"to late",170,"to late"
"an avid",170,"an avid"
"fashion and",170,"fashion and"
"may think",170,"may think"
"hearts of",170,"hearts of"
"least they",170,"least they"
"upset about",170,"upset about"
"believe what",170,"believe what"
"are finally",170,"are finally"
"was busy",170,"was busy"
"up then",170,"up then"
"the perspective",170,"the perspective"
"honey and",170,"honey and"
"being out",170,"being out"
"for either",170,"for either"
"president george",170,"president george"
"he arrived",170,"he arrived"
"new testament",170,"new testament"
"am about",170,"am about"
"a platform",170,"a platform"
"the speaker",170,"the speaker"
"sample of",170,"sample of"
"of detroit",170,"of detroit"
"train to",170,"train to"
"december the",170,"december the"
"half to",170,"half to"
"money will",170,"money will"
"work force",170,"work force"
"of points",170,"of points"
"your list",170,"your list"
"birthday cake",170,"birthday cake"
"the merger",170,"the merger"
"is entirely",170,"is entirely"
"patience and",170,"patience and"
"of characters",170,"of characters"
"the capacity",170,"the capacity"
"understood that",170,"understood that"
"keeping me",170,"keeping me"
"they tend",170,"they tend"
"he led",170,"he led"
"means it",170,"means it"
"half as",170,"half as"
"know there's",170,"know there's"
"good choice",170,"good choice"
"her off",170,"her off"
"issues are",170,"issues are"
"data on",170,"data on"
"mega millions",170,"mega millions"
"back if",170,"back if"
"game or",170,"game or"
"offered the",170,"offered the"
"shot on",170,"shot on"
"one end",170,"one end"
"of illegal",170,"of illegal"
"sooner than",170,"sooner than"
"katy perry",170,"katy perry"
"an internet",170,"an internet"
"he continues",170,"he continues"
"and wife",170,"and wife"
"to proceed",170,"to proceed"
"there anything",170,"there anything"
"to guess",170,"to guess"
"the doctor's",170,"the doctor's"
"cold weather",170,"cold weather"
"business model",170,"business model"
"money by",170,"money by"
"some research",170,"some research"
"to months",170,"to months"
"expert on",170,"expert on"
"and coach",170,"and coach"
"could mean",170,"could mean"
"and remove",170,"and remove"
"rows of",170,"rows of"
"beat up",170,"beat up"
"car on",170,"car on"
"run this",170,"run this"
"bad ass",170,"bad ass"
"income and",170,"income and"
"phone interview",170,"phone interview"
"the grant",170,"the grant"
"ranks of",170,"ranks of"
"arizona and",170,"arizona and"
"the channel",170,"the channel"
"do next",170,"do next"
"human resources",170,"human resources"
"place from",170,"place from"
"too lazy",170,"too lazy"
"slew of",170,"slew of"
"named to",170,"named to"
"great movie",170,"great movie"
"chapter in",170,"chapter in"
"talked with",170,"talked with"
"number to",170,"number to"
"are invited",170,"are invited"
"to smoke",170,"to smoke"
"to draft",170,"to draft"
"a plant",170,"a plant"
"iphone app",170,"iphone app"
"and missed",170,"and missed"
"if convicted",170,"if convicted"
"to pm",170,"to pm"
"odds of",170,"odds of"
"at ya",170,"at ya"
"federal officials",170,"federal officials"
"amazing day",170,"amazing day"
"first pitch",170,"first pitch"
"u up",170,"u up"
"ass ass",170,"ass ass"
"and ate",169,"and ate"
"guarantee that",169,"guarantee that"
"it's his",169,"it's his"
"two i",169,"two i"
"the visual",169,"the visual"
"president has",169,"president has"
"sorry i'm",169,"sorry i'm"
"cost a",169,"cost a"
"of material",169,"of material"
"a scale",169,"a scale"
"him was",169,"him was"
"also help",169,"also help"
"yet there",169,"yet there"
"an initial",169,"an initial"
"very young",169,"very young"
"of house",169,"of house"
"hell and",169,"hell and"
"away so",169,"away so"
"sell out",169,"sell out"
"yes a",169,"yes a"
"isn't so",169,"isn't so"
"right then",169,"right then"
"the mothers",169,"the mothers"
"watching and",169,"watching and"
"to early",169,"to early"
"hadn't seen",169,"hadn't seen"
"can leave",169,"can leave"
"sign on",169,"sign on"
"goes in",169,"goes in"
"the count",169,"the count"
"one this",169,"one this"
"win but",169,"win but"
"are his",169,"are his"
"really in",169,"really in"
"little kids",169,"little kids"
"the workplace",169,"the workplace"
"a crush",169,"a crush"
"be presented",169,"be presented"
"the ten",169,"the ten"
"path and",169,"path and"
"to enable",169,"to enable"
"kids but",169,"kids but"
"that turned",169,"that turned"
"my style",169,"my style"
"imagine if",169,"imagine if"
"ability of",169,"ability of"
"on food",169,"on food"
"teach the",169,"teach the"
"apartment and",169,"apartment and"
"posted the",169,"posted the"
"lived on",169,"lived on"
"had changed",169,"had changed"
"hey it's",169,"hey it's"
"mention it",169,"mention it"
"a vegetarian",169,"a vegetarian"
"event with",169,"event with"
"on issues",169,"on issues"
"strategy to",169,"strategy to"
"day because",169,"day because"
"please share",169,"please share"
"drama and",169,"drama and"
"the healing",169,"the healing"
"nowhere near",169,"nowhere near"
"may is",169,"may is"
"match for",169,"match for"
"players were",169,"players were"
"just learned",169,"just learned"
"least that's",169,"least that's"
"whole bunch",169,"whole bunch"
"but until",169,"but until"
"march madness",169,"march madness"
"release date",169,"release date"
"of understanding",169,"of understanding"
"behind this",169,"behind this"
"bowl with",169,"bowl with"
"school she",169,"school she"
"weeks but",169,"weeks but"
"tour with",169,"tour with"
"formed in",169,"formed in"
"intrigued by",169,"intrigued by"
"has developed",169,"has developed"
"the decisions",169,"the decisions"
"truck and",169,"truck and"
"argue with",169,"argue with"
"of baby",169,"of baby"
"a garage",169,"a garage"
"seen by",169,"seen by"
"print and",169,"print and"
"adjacent to",169,"adjacent to"
"the cell",169,"the cell"
"that puts",169,"that puts"
"explanation for",169,"explanation for"
"sense for",169,"sense for"
"the terrible",169,"the terrible"
"there an",169,"there an"
"not we",169,"not we"
"haven't gotten",169,"haven't gotten"
"and oil",169,"and oil"
"lives to",169,"lives to"
"i pay",169,"i pay"
"political parties",169,"political parties"
"an equal",169,"an equal"
"nor is",169,"nor is"
"just talking",169,"just talking"
"just gotta",169,"just gotta"
"out any",169,"out any"
"eat them",169,"eat them"
"stick around",169,"stick around"
"future for",169,"future for"
"armed forces",169,"armed forces"
"school bus",169,"school bus"
"can beat",169,"can beat"
"i in",169,"i in"
"at sxsw",169,"at sxsw"
"let out",169,"let out"
"after p.m",169,"after p.m"
"play well",169,"play well"
"holiday weekend",169,"holiday weekend"
"worst part",169,"worst part"
"wow this",169,"wow this"
"a fly",169,"a fly"
"anybody who",169,"anybody who"
"matter who",169,"matter who"
"the adult",169,"the adult"
"facilities and",169,"facilities and"
"any advice",169,"any advice"
"marriage to",169,"marriage to"
"overlooking the",169,"overlooking the"
"republicans in",169,"republicans in"
"health department",169,"health department"
"experiment with",169,"experiment with"
"legal and",169,"legal and"
"someone on",169,"someone on"
"spots in",169,"spots in"
"helped him",169,"helped him"
"works by",169,"works by"
"don't call",169,"don't call"
"g saturated",169,"g saturated"
"lake erie",169,"lake erie"
"department to",169,"department to"
"how's your",169,"how's your"
"industrial average",169,"industrial average"
"the milwaukee",169,"the milwaukee"
"shaker heights",169,"shaker heights"
"rt thank",169,"rt thank"
"they r",169,"they r"
"that rt",169,"that rt"
"wisdom and",168,"wisdom and"
"notice of",168,"notice of"
"been feeling",168,"been feeling"
"nothing for",168,"nothing for"
"looked around",168,"looked around"
